condition,calibrator,episode,coverage_certified,coverage_allk,steps,success
speed_mid,aci max,19,0.9653846153846154,0.9682692307692308,130,1
speed_mid,aci max,20,0.9534106891701828,0.9577619549929677,158,1
speed_mid,aci max,21,0.9445979128299571,0.9403216258879242,181,1
speed_mid,aci max,22,0.9589447938504543,0.9547519217330538,159,1
speed_mid,aci max,23,0.965,0.9727083333333333,600,0
speed_mid,aci max,24,0.9428104575163399,0.9322536025076132,187,1
speed_mid,aci max,25,0.9476823449216087,0.9616835533246576,163,1
speed_mid,aci max,26,0.9395622895622896,0.9282460020338809,165,1
speed_mid,aci max,27,0.9661505768063146,0.9703627808136005,183,1
speed_mid,aci max,28,0.9521484375,0.9608452690972222,256,1
speed_mid,aci max,29,0.9527649769585254,0.9540130568356375,217,1
speed_mid,aci max,30,0.957234212629896,0.9542366107114308,139,1
speed_mid,aci max,31,0.9477225672877847,0.9373846190616377,161,1
speed_mid,aci max,32,0.966988727858293,0.9813808373590982,207,1
speed_mid,aci max,33,0.9470486111111112,0.9424913194444444,128,1
speed_mid,aci max,34,0.9380495603517186,0.9251960935414173,139,1
speed_mid,aci max,35,0.9581501026092055,0.9612906772207563,379,1
speed_mid,aci max,36,0.9608619173262972,0.9717458223394899,379,1
speed_mid,aci max,37,0.9598108747044918,0.9664598108747045,141,1
speed_mid,aci max,38,0.9326285240464345,0.9239945447035,134,1
speed_mid,aci max,39,0.9592731829573935,0.9552801278365188,133,1
speed_mid,aci max+,0,0.9471275252525253,0.9658192791005291,176,1
speed_mid,aci max+,1,0.9578794480755265,0.968397104589915,153,1
speed_mid,aci max+,2,0.9543981481481482,0.9564682231348898,120,1
speed_mid,aci max+,3,0.9195100612423447,0.932829881550354,127,1
speed_mid,aci max+,4,0.9470164609053497,0.9686385459533607,162,1
speed_mid,aci max+,5,0.9504913076341648,0.9713030450275348,147,1
speed_mid,aci max+,6,0.9355022831050228,0.9632315902007683,146,1
speed_mid,aci max+,7,0.9547244094488189,0.9781824146981627,127,1
speed_mid,aci max+,8,0.935374149659864,0.9518825593655525,147,1
speed_mid,aci max+,9,0.9429429429429429,0.962521148235434,259,1
speed_mid,aci max+,10,0.9362874779541446,0.934081515926754,126,1
speed_mid,aci max+,11,0.9378399378399378,0.9541893874061707,143,1
speed_mid,aci max+,12,0.9609788359788359,0.9728835978835979,126,1
speed_mid,aci max+,13,0.9436213991769548,0.9622340142710513,135,1
speed_mid,aci max+,14,0.9408369408369408,0.955771498222797,154,1
speed_mid,aci max+,15,0.931509754028838,0.9553647158608991,131,1
speed_mid,aci max+,16,0.9532657657657657,0.9665998040998041,148,1
speed_mid,aci max+,17,0.9567430025445293,0.9721692111959288,131,1
speed_mid,aci max+,18,0.9170395227442207,0.9427300545589137,149,1
speed_mid,aci max+,19,0.9359318996415771,0.9657843798972832,124,1
speed_mid,aci max+,20,0.9543128654970761,0.9739126461988304,152,1
speed_mid,aci max+,21,0.9478395061728395,0.967108619261397,180,1
speed_mid,aci max+,22,0.9422619047619047,0.9578869047619047,140,1
speed_mid,aci max+,23,0.9529262086513994,0.9763040712468193,131,1
speed_mid,aci max+,24,0.9469394544244844,0.9698745366410038,167,1
speed_mid,aci max+,25,0.9406392694063928,0.9692559153175592,146,1
speed_mid,aci max+,26,0.9392592592592592,0.9635956790123457,150,1
speed_mid,aci max+,27,0.9436728395061729,0.9688814143675255,144,1
speed_mid,aci max+,28,0.9498556998556998,0.9617518724661582,154,1
speed_mid,aci max+,29,0.9223534558180227,0.9391472554858382,127,1
speed_mid,aci max+,30,0.9499575911789653,0.9598600226462822,131,1
speed_mid,aci max+,31,0.932962962962963,0.9497928244594911,150,1
speed_mid,aci max+,32,0.9454732510288066,0.9749485596707819,135,1
speed_mid,aci max+,33,0.9415085817524842,0.954422143649786,123,1
speed_mid,aci max+,34,0.9382478632478632,0.9501455666840283,130,1
speed_mid,aci max+,35,0.9401552287581699,0.9596790022341493,136,1
speed_mid,aci max+,36,0.9322222222222222,0.9568888888888889,125,1
speed_mid,aci max+,37,0.962287104622871,0.9815997566909975,137,1
speed_mid,aci max+,38,0.927938808373591,0.9468743414395588,138,1
speed_mid,aci max+,39,0.9588477366255144,0.972119341563786,135,1
